KEIO STE ID,Status,Safecast ID,Sensor Type,Inspector SN,Feed ID,Feed (Pachube/Safecast),Device ID,Type,Firmware Version,nGeigie ID,Inuse,,Location,___,Address,Latitude,Longitude,Height(m),Indoor/Outdoor,Action needed,__€_Yahoo_______,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0079,,,Inspector Alert,,42880,http://www.pachube.com/feeds/42880,KEIOSTE91,WiFi,12/23/11,,shipped,1/19/12,"Ekimaedori, Softbank","_______________""____________________€____ ___º_______""",http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=D431,141.35211,1.2,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0080,,,Inspector Alert,,42881,http://www.pachube.com/feeds/42881,KEIOSTE92,WiFi,12/23/11,,shipped,1/9/12,"AkitaEkimae, Softbank",________________,"____________________________€€___________________
",39.717787,140.126668,1.2,Indoor,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0081,,,Inspector Alert,,42885,http://www.pachube.com/feeds/42885,KEIOSTE93,WiFi,12/23/11,,shipped,1/7/12,"Sanuma, Softbank",______________,___________________ ________º_______,38.683965,141.186035,0.5,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0082,,,Inspector Alert,,42886,http://www.pachube.com/feeds/42886,KEIOSTE94,WiFi,12/23/11,,shipped,1/14/12,"Shimoda, Softbank",_____________,"____________€_º_______€€______________
",34.678614,138.944016,1,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0083,,,Inspector Alert,,42887,http://www.pachube.com/feeds/42887,KEIOSTE95,WiFi,12/23/11,,shipped,,"Wajima, Softbank",______________,_____________________________,37.392065,136.904912,1.2,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0084,,,Inspector Alert,,42888,http://www.pachube.com/feeds/42888,KEIOSTE96,WiFi,12/23/11,,shipped,1/8/12,"AomoriKankoDori, Softbank",__________________€__,________________º___________,40.806182,140.754854,1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0085,,,Inspector Alert,,42889,http://www.pachube.com/feeds/42889,KEIOSTE97,WiFi,12/23/11,,shipped,1/7/12,"KanazawaKatamachi, Softbank",_________________,______________ ___º_________,36.561398,136.653561,0.6,Indoor,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0086,,,Inspector Alert,,42890,http://www.pachube.com/feeds/42890,KEIOSTE98,WiFi,12/23/11,,shipped,1/7/12,"Shiozawa, Softbank",______________,___________________________,37.041502,138.858104,0.8,Indoor,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0087,,,Inspector Alert,A01969,42891,http://www.pachube.com/feeds/42891,KEIOSTE69,WiFi,1/20/12,,shipped,1/7/12,"JoetsuKenshin, Softbank","________________________""_______________ ___º___________""",http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=TC12,138.24086,1,Indoor,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0088,,,Inspector Alert,,42892,http://www.pachube.com/feeds/42892,KEIOSTE100,WiFi,12/23/11,,shipped,1/19/12,"Tomidaimae, Softbank","________________""_______________________________""",http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=R119,137.187453,1.1,Indoor,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0089,,,Inspector Alert,,42896,http://www.pachube.com/feeds/42896,KEIOSTE101,WiFi,12/23/11,,shipped,1/8/12,"Otawara, Softbank","________________""___________________º_____________""",http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=T613,140.018424,0.9,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0090,,,Inspector Alert,,42897,http://www.pachube.com/feeds/42897,KEIOSTE102,WiFi,12/23/11,,shipped,1/7/12,"Utsunomiya, Softbank","_________________""_________________º_________""",http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=T621,139.867055,0.6,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0091,,,Inspector Alert,,42898,http://www.pachube.com/feeds/42898,KEIOSTE103,WiFi,12/23/11,,shipped,1/7/12,"Hamaoka, Softbank",______________,________________________________,34.639231,138.127694,1,Indoor,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0092,,,Inspector Alert,,42899,http://www.pachube.com/feeds/42899,KEIOSTE104,WiFi,12/23/11,,shipped,1/11/11,"MinamiIchiban, Softbank",_____________€____,______________€____________,38.233146,140.329206,0.8,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0093,,,Inspector Alert,,42900,http://www.pachube.com/feeds/42900,KEIOSTE105,WiFi,12/23/11,,shipped,1/8/12,"Mutsu, Softbank",___________€__,______________ ___º___________,41.299082,141.19611,0.75,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0094,,,Inspector Alert,,42901,http://www.pachube.com/feeds/42901,KEIOSTE106,WiFi,12/23/11,,shipped,1/15/12,"Sakata, Softbank",_____________,________________ ___º_______,38.90627,139.857264,0.8,Indoor,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0095,,,Inspector Alert,,42902,http://www.pachube.com/feeds/42902,KEIOSTE107,WiFi,1/20/12,,,2/1/12,"Yotsukaido, Softbank",_______________,_________________________,35.673949,140.16225,0.5,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0096,,,Inspector Alert,,42903,http://www.pachube.com/feeds/42903,KEIOSTE108,WiFi,12/23/11,,shipped,1/8/12,"Miyako, Softbank",____________________,______________ ___º_______,39.636853,141.927825,1.2,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0097,,,Inspector Alert,,42904,http://www.pachube.com/feeds/42904,KEIOSTE109,WiFi,12/23/11,,shipped,1/10/12,"ChuoDori, Softbank","________________""____________________º___________€€____________€___",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=H314,39.704369,141.147498,0.7,Indoor,,1F,y
#0098,,,Inspector Alert,,42905,http://www.pachube.com/feeds/42905,KEIOSTE110,WiFi,12/23/2011,,shipped,,Tsuruga"," Softank""",_____________€,________€_______________,http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=R303,35.633504,136.056074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0099,,,Inspector Alert,,42906,http://www.pachube.com/feeds/42906,KEIOSTE111,WiFi,12/23/11,,shipped,,"Maizuru, Softbank",______________,"_____________€______________
",35.448414,135.340044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0100,,,Inspector Alert,,42907,http://www.pachube.com/feeds/42907,KEIOSTE112,WiFi,12/23/11,,shipped,1/13/12,"Kohama, Softbank","______________""______________ ___º_______""",http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=R314,135.774792,0.9,Indoor,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0101,,,Inspector Alert,,42908,http://www.pachube.com/feeds/42908,KEIOSTE113,WiFi,12/23/11,,shipped,1/14/12,"Sendaikuko, Softbank",_______________________,________________________________,31.809693,130.331881,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0102,,,Inspector Alert,,42909,http://www.pachube.com/feeds/42909,KEIOSTE114,WiFi,12/23/11,,shipped,1/23/12,"Iki, Softbank",______________________________________________http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=Q331,33.758277,1.2,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0103,,,Inspector Alert,,42910,http://www.pachube.com/feeds/42910,KEIOSTE115,WiFi,12/23/11,,shipped,1/14/12,"Karatsu, Softbank",______________,"___€_______________________€€__________
",33.429825,129.982086,0.9,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0104,,,Inspector Alert,,42911,http://www.pachube.com/feeds/42911,KEIOSTE116,WiFi,12/23/11,,shipped,,"Yanaichuo, Softbank",__________________,__________________________,33.96633,132.100797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0105,,,Inspector Alert,,42912,http://www.pachube.com/feeds/42912,KEIOSTE117,WiFi,12/23/11,,shipped,1/14/12,"FukuokaTenjin, Softbank",_______________________,_________________________º_________,33.586877,130.397124,1,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0106,,,Inspector Alert,,42913,http://www.pachube.com/feeds/42913,KEIOSTE118,WiFi,12/23/11,,shipped,1/14/12,"Kengun, Softbank",_______________,"________________º_________
",32.777998,130.773985,1,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0107,,,Inspector Alert,,42914,http://www.pachube.com/feeds/42914,KEIOSTE119,WiFi,12/23/11,,shipped,1/17/12,"Ohita, Softbank",_________________,"________________ ___º_________€€__________________
",33.234569,131.607958,0.9,Indoor,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0108,,,Inspector Alert,,42915,http://www.pachube.com/feeds/42915,KEIOSTE120,WiFi,12/23/11,,shipped,1/14/12,"KankoDori, Softbank",______________€__,________________________,32.745058,129.878667,0,Indoor,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0109,,,Inspector Alert,,42916,http://www.pachube.com/feeds/42916,KEIOSTE121,WiFi,12/23/11,,shipped,1/14/12,"Yoichi, Softbank","______________""_____________________ ___º_________""",http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=D345,140.801158,1,Indoor,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0110,,,Inspector Alert,,42917,http://www.pachube.com/feeds/42917,KEIOSTE122,WiFi,12/23/11,,shipped,1/16/12,"NiigataBandai, Softbank",__________________,"_____________________ ___º_______________________
",37.914617,139.056693,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0111,,,Inspector Alert,,42918,http://www.pachube.com/feeds/42918,KEIOSTE123,WiFi,12/23/11,,shipped,1/16/12,"Hirodaimae, Softbank","________________""________________________º___________""",http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=N198,132.715057,0.85,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0112,,,Inspector Alert,,42919,http://www.pachube.com/feeds/42919,KEIOSTE124,WiFi,12/23/11,,shipped,1/15/11,"HiroshimaParco, Softbank","_____________________""____________________________""",http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=N196,132.46177,0.9,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0113,,,Inspector Alert,,42920,http://www.pachube.com/feeds/42920,KEIOSTE125,WiFi,12/23/11,,shipped,1/20/12,"Kiitanabe, Softbank",___________€_____,"__________________________
",33.732936,135.382526,0,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0114,,,Inspector Alert,,42921,http://www.pachube.com/feeds/42921,KEIOSTE126,WiFi,12/23/11,,shipped,1/7/12,"MidosujisenUmeda, Softbank",_____________________,__________________________,34.702463,135.49819,0.9,Indoor,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0115,,,Inspector Alert,A03052,42922,http://www.pachube.com/feeds/42922,KEIOSTE50,WiFi,1/20/12,,shipped,1/18/12,"Uwajima, Softbank",_______________,"________________ ___º_______€€_______________________
",33.224412,132.560935,0.7,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0116,,,Inspector Alert,,42923,http://www.pachube.com/feeds/42923,KEIOSTE128,WiFi,12/23/11,,shipped,1/14/12,"Yahatahama, Softbank","________________""________________________""",http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=S318,132.431402,0.86,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0117,,,Inspector Alert,A03549,42924,http://www.pachube.com/feeds/42924,KEIOSTE129,WiFi,12/23/11,,,1/20/12,"Asahi, Softbank",____________,____________ ___º_________,31.908371,131.424635,0.7,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0118,,,Inspector Alert,A03789,42925,http://www.pachube.com/feeds/42925,KEIOSTE130,WiFi,1/20/12,,,2/1/12,"UtsunomiyaHigashi, Softbank",_________________,____________________º___________,36.564062,139.904952,1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0119,,,Inspector Alert,A03507,42926,http://www.pachube.com/feeds/42926,KEIOSTE131,WiFi,12/23/11,,,1/18/12,"Izuronaya, Softbank","__________________€_""____________________________""",http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=Q701,130.556941,0.8,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0120,,,Inspector Alert,A03534,42927,http://www.pachube.com/feeds/42927,KEIOSTE132,WiFi,12/23/11,,,1/23/12,"Tsushima, Softbank",______________,___________________________,34.202279,129.289385,1,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0121,,,Inspector Alert,A02625,42928,http://www.pachube.com/feeds/42928,KEIOSTE133,WiFi,1/20/12,,,,"Iida, Softbank",______________,________________ ___º_________,35.500857,137.799978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0122,,,Inspector Alert,A03522,42929,http://www.pachube.com/feeds/42929,KEIOSTE134,WiFi,1/20/12,,,1/25/12,"Takayama, Softbank",______________,_________________ ___º___________,36.153006,137.246787,1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0123,,,Inspector Alert,A02917,42930,http://www.pachube.com/feeds/42930,KEIOSTE135,WiFi,12/23/11,,,1/21/12,"Asato, Softbank",_____________,"__________________________€__________
",26.213028,127.696093,1,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0124,,,Inspector Alert,A03771,42931,http://www.pachube.com/feeds/42931,KEIOSTE136,WiFi,12/23/11,,,1/19/12,"Ishigaki, Softbank",______________,____________________________,24.341961,124.155247,1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0125,,,Inspector Alert,A03574,42932,http://www.pachube.com/feeds/42932,KEIOSTE137,WiFi,12/23/11,,,1/21/12,"Yamaguchichuo, Softbank",__________________,_________________________,34.177841,131.478135,0.9,Indoor,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0126,,,Inspector Alert,A03531,43986,http://www.pachube.com/feeds/43986,KEIOSTE138,WiFi,12/23/11,,,1/21/12,"Obiyamachi, Softbank",_______________,_______________ ___º___________,33.560604,133.53982,1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0127,,,Inspector Alert,A03480,43987,http://www.pachube.com/feeds/43987,KEIOSTE139,WiFi,12/23/11,,,1/20/12,"Gintengai, Softbank","___________€____""______________ ___º__________""",http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=S323,132.766053,0.9,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0128,,,Inspector Alert,A02465,43988,http://www.pachube.com/feeds/43988,KEIOSTE140,WiFi,12/23/11,,,1/20/12,"TokushimaHigashi, Softbank",________________,________________ ___º_________,34.070281,134.568695,0.6,Indoor,,1F ,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0129,,,Inspector Alert,A02880,43989,http://www.pachube.com/feeds/43989,KEIOSTE141,WiFi,1/20/12,,,1/25/12,"HimejiShiyakusho, Softbank",___________________€___,_____________________,34.814607,134.690377,0.75,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0130,,,Inspector Alert,A02683,43990,http://www.pachube.com/feeds/43990,KEIOSTE142,WiFi,1/20/12,,,1/27/12,"Yoshioka, Softbank",______________,___________________ _______________,38.439401,140.890956,1,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0131,,,Inspector Alert,A03797,43991,http://www.pachube.com/feeds/43991,KEIOSTE143,WiFi,1/20/12,,,2/6/12,"Higashifurumatsu, Softbank",________________,___________________________,34.649599,133.912456,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0132,,,Inspector Alert,A02876,43992,http://www.pachube.com/feeds/43992,KEIOSTE144,WiFi,1/20/12,,,2/7/12,"HankyuSannomiya, Softbank",______________________,___________________________º_____,34.692491,135.192589,1.1,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0133,,,Inspector Alert,A03702,43993,http://www.pachube.com/feeds/43993,KEIOSTE145,WiFi,1/20/12,,,,"Obanazawa, Softbank",________________,__________________ ___º_________,38.609459,140.40751,1,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0134,,,Inspector Alert,A03542,43994,http://www.pachube.com/feeds/43994,KEIOSTE146,WiFi,1/20/12,,,1/25/12,"Miyuki, Softbank",______________,_________________º___________http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=R313,136.234018,0.4,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0135,,,Inspector Alert,A03788,43995,http://www.pachube.com/feeds/43995,KEIOSTE147,WiFi,1/20/12,,,1/26/12,"Kitakata, Softbank",_______________,__________________________,37.647814,139.877289,0.8,Indoor,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0136,,,Inspector Alert,A02881,43996,http://www.pachube.com/feeds/43996,KEIOSTE148,WiFi,1/20/12,,,1/26/12,"TsuChuo, Softbank",________________,____________________________________,32.875335,130.869817,1,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0137,,,Inspector Alert,A03701,43997,http://www.pachube.com/feeds/43997,KEIOSTE149,WiFi,1/20/12,,,1/27/12,"Wakayama, Softbank",________________,"______________________º_______
",34.229132,135.196278,1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0138,,,Inspector Alert,A03523,43998,http://www.pachube.com/feeds/43998,KEIOSTE150,WiFi,1/20/12,,,,"YamagataOhnome, Softbank",___________________,_________________ ___º_________,38.282656,140.360697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0139,,,Inspector Alert,A02735,43999,http://www.pachube.com/feeds/43999,KEIOSTE151,WiFi,1/20/12,,,1/25/12,"IsewataRaibashi, Softbank","___________________""_________________________""",http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=C533,136.678852,1,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0140,,,Inspector Alert,A02653,44000,http://www.pachube.com/feeds/44000,KEIOSTE152,WiFi,12/23/11,,,1/19/12,"Komoro, Softbank",______________,___________________________,36.337548,138.410906,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0141,,,Inspector Alert,A03527,44001,http://www.pachube.com/feeds/44001,KEIOSTE153,WiFi,12/23/11,,,1/21/12,"UedaMinami, Softbank","_______________""_______________________""",http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=T907,138.211607,0.6,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0142,,,Inspector Alert,A03455,44002,http://www.pachube.com/feeds/44002,KEIOSTE154,WiFi,1/20/12,,,,"Ishimaki, Softbank",_________________,"________________________€€__________________________
",38.434478,141.304092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0143,,,Inspector Alert,A03489,44003,http://www.pachube.com/feeds/44003,KEIOSTE155,WiFi,1/20/12,,,1/25/12,"AizuInter, Softbank",______________________,______________________________ ________________,37.518172,139.923995,0.8,Indoor,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0144,,,Inspector Alert,A03703,44004,http://www.pachube.com/feeds/44004,KEIOSTE156,WiFi,1/20/12,,,1/25/12,"AizuByakko, Softbank",__________________€__,______________________________,37.505188,139.943055,1,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0145,,,Inspector Alert,A03461,44005,http://www.pachube.com/feeds/44005,KEIOSTE157,WiFi,1/20/12,,,1/26/12,"Oodate, Softbank",______________,_______________ ___º_________,40.284145,140.552186,1,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0146,,,Inspector Alert,A02893,44006,http://www.pachube.com/feeds/44006,KEIOSTE158,WiFi,1/20/12,,,1/25/12,"Aizubange, Softbank",___________________,____________________________________,37.565041,139.816101,0.9,Indoor,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0147,,,Inspector Alert,A02665,44007,http://www.pachube.com/feeds/44007,KEIOSTE159,WiFi,1/20/12,,,1/24/12,"Izumo, Softbank", ______________,__________________º_______,35.373657,132.757911,1,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0148,,,Inspector Alert,A03187,44008,http://www.pachube.com/feeds/44008,KEIOSTE160,WiFi,1/20/12,,,2/6/12,"MinamiNagasaki, Softbank","_______________""____________________________""",http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=Q336,129.83696,1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0149,,,Inspector Alert,A02918,44009,http://www.pachube.com/feeds/44009,KEIOSTE161,WiFi,1/20/12,,,,"IonKohoku, Softbank",___________________,___€___________________________________,33.219558,130.161361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0150,,,Inspector Alert,A02479,44010,http://www.pachube.com/feeds/44010,KEIOSTE162,WiFi,1/20/12,,,2/10/12,"HigashiBypass, Softbank",__________________,_______________ ___º___________,32.822441,130.760064,0.8,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0151,,,Inspector Alert,A02646,44011,http://www.pachube.com/feeds/44011,KEIOSTE163,WiFi,1/20/12,,,2/2/12,"Tosu, Softbank","______________""___€________________________________""",http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=Q203,130.509785,1,Indoor,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0152,,,Inspector Alert,A02585,44012,http://www.pachube.com/feeds/44012,KEIOSTE164,WiFi,12/23/11,,,1/24/12,"Shiojiri, Softbank",______________,"__________________€_______________€€________________
",36.172138,137.95133,0.7,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0153,,,Inspector Alert,A03541,44013,http://www.pachube.com/feeds/44013,KEIOSTE165,WiFi,12/23/11,,,1/19/12,"KofuShowa, Softbank","_________________""_______________________________""",http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=T802,_€138.541697,0.8,Indoor,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0154,,,Inspector Alert,A03556,44014,http://www.pachube.com/feeds/44014,KEIOSTE166,WiFi,1/20/12,,,1/27/12,"Hagi, Softbank",____________,___________________________,34.406555,131.405204,1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0155,,,Inspector Alert,A03539,44015,http://www.pachube.com/feeds/44015,KEIOSTE167,WiFi,12/23/11,,,1/19/12,"NumzuKanuki, Softbank",__________________,__________________ _________________,35.085854,138.868092,0.98,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0156,,,Inspector Alert,A03375,44016,http://www.pachube.com/feeds/44016,KEIOSTE168,WiFi,12/23/11,,,1/21/12,"Furukawa, Softbank",______________,___________________________,36.19372,139.738938,0.9,Indoor,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0157,,,Inspector Alert,A03509,44017,http://www.pachube.com/feeds/44017,KEIOSTE169,WiFi,12/23/11,,,1/19/12,"Choshi, Softbank","______________""______________ ___º___________""",http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=T315,140.8101,0.5,Indoor,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0158,,,Inspector Alert,A03519,44018,http://www.pachube.com/feeds/44018,KEIOSTE170,WiFi,12/23/11,,,1/12/12,"Mito, Softbank",______________,____________________________,36.346986,140.454404,1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0159,,,Inspector Alert,A03361,44019,http://www.pachube.com/feeds/44019,KEIOSTE171,WiFi,12/23/11,,,1/26/12,"Ishioka, Softbank",______________,____________________________,36.196359,_€140.298063,0.6,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0160,,,Inspector Alert,A03546,44020,http://www.pachube.com/feeds/44020,KEIOSTE172,WiFi,12/23/11,,,2/2/12,"Tateyama, Softbank",______________,________________________,34.992629,139.873968,0.72,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0161,,,Inspector Alert,A03351,44021,http://www.pachube.com/feeds/44021,KEIOSTE173,WiFi,12/23/11,,,1/19/12,"ShinGifu, Softbank",_______________,"______________ ___º___€€_____________________
",35.412513,136.75884,0.8,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0162,,,Inspector Alert,A03419,44022,http://www.pachube.com/feeds/44022,KEIOSTE174,WiFi,1/20/12,,,2/2/12,"HigashiHie, Softbank",_______________,_____________________ ___º_________,33.588278,130.43188,1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0163,,,Inspector Alert,A02579,44023,http://www.pachube.com/feeds/44023,KEIOSTE175,WiFi,1/20/12,,,2/1/12,"Takasu, Softbank","______________""_________________º__________""",http://mb.softbank.jp/mb/shop/pc/detail.html?shopId=S422,133.575569,1,Indoor,,1F,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#0164,,,Inspector Alert,A02642,44024,http://www.pachube.com/feeds/44024,KEIOSTE176,WiFi,1/20/12,,,2/2/12,"Fuzen, Softbank",_____________,____________________________,33.616383,131.145456,0.8,Indoor,,1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
